,text,description,age
39238,RT @sexslut4u: Sometimes ya just need to let the #toweldrop .... #horny #milf #titties #tuesdayvibes #tittytuesday #Quarantine #ATHM #tatto…,,36
39263,"RT @BadshahMPA: “He is not a believer whose stomach is filled while the neighbor to his side goes hungry.”

~ prophet Muhammad peace be upo…","MPA (PP-169) @pmln_org / Adviser to @CMShehbaz (2013-2018) #GS_Punjab on Public Issues (2008-2013)
#VicePresident Youth Wing (1999-2008) PMLN 1993-till ideology",12
39348,What a successful day of doing absolutely nothing but gaming. Let’s do it again tomorrow. #quarantine,Coffee enthusiast. DM. Gamer. High-five perfectionist. she/her / / Instagram: KerriSmith1994 / / PS4: MoonyAndPadfoot / / Podcast: 4WePlayGames (link below),26
39376,RT @Tifftalksfilm: It may be #quarantine madness but I have decided to do a 24 hour movie marathon fundraiser to support @Phoenixcinema dur…,"East Finchley's community newspaper since 1993, non-profit making, run by volunteers, free to nearly 10,000 homes and businesses in London N2. #eastfinchley",27
39409,"RT @thesupermomlife: Looking for ways to keep the kids entertained while under #Quarantine? I'm sharing some fun ideas, plus a free downloa…","Lifestyle #blogger, #gardener, #traveler, #picture taker, #crafter and #recipe lover all while living in Central Florida as a child of God.",21
39490,"Switch off Contact to  switch off the spread of Coronavirus 👾❌🏠✅.
.
.
.
.
.
.#corona #besafe #Quarantine #COVID19… https://t.co/UZHuB6uGHZ",Teerthanker Mahaveer University #TMUMoradabad is a private university established by Mr.Suresh Jain in 2008.,12
39505,"RT @KarmanVijaya: #QCTheatreFest #Quarantine #Covid-19 @theatremall 
Link - https://t.co/RArK73naow 
One Time Live Streaming | April 8, 202…","""Cyber Defender from the land of Gurkha""
Fighting the Cyber Criminal since 2003, Information System(IS) Audit, VA/PT, Managed Threat Hunting (SoC) Service",17
39509,"RT @KarmanVijaya: #QCTheatreFest #Quarantine #Covid-19 @theatremall 
Link - https://t.co/RArK73naow 
One Time Live Streaming | April 8, 202…","""Cyber Defender from the land of Gurkha""
Fighting the Cyber Criminal since 2003, Information System(IS) Audit, VA/PT, Managed Threat Hunting (SoC) Service",17
39556,"RT @SimoneBailly: Tune in as I launch my livestreaming on my YouTube channel! ❤️ Joining me are @nation_orville , meteorologist @weather_ka…","Age: 46 Hometown: Lorain, Ohio  Info: 2009 OCB graduate, content creator, CLE sports fan, gamer, staff writer for Bounding Into Comics. Free speech advocate.",11
39587,"Stay Home Stay Safe

#fightaganistcorona #corona #quarantine #apartment #flats #home

 Visit-… https://t.co/w9XGyni4rO","Irshad is founder member of the Bangalore Realtors Association. Having acquired experience and insightful understanding of the real estate business since 1974,",46
39605,RT @ChunkGroundhog: My days are on repeat!! @Rhino_Records #Quarantine #lockdown #GroundhogDay #StayHomeStaySafe Sonny and Cher: “I got you…,"J'aime la house music,Ibiza,Ile de la Réunion,la Corse et suis très très Fan de David & Cathy depuis Les Bains et accro depuis 2005 FB maguyboivin",15
39677,@HBO hey can you do us all a favor and put @FriendsTV back up for steaming? We’re in #Quarantine and @netflix spoil… https://t.co/iWNgHFrG2V,"32 🏳️‍🌈 🌻🌻festivals, beer, food, and new adventures. 🐧🐧making new friends since 1987 ❤️❤️🎉🤪 Music makes my days brighter and my nights crazier 🎶🎵💃🏻",33
39792,Calls to Mental hotlines have jumped 891% I’m sure the side effects of #quarantine and #COVID19 will be severe!,🇺🇸 Proverbs 31💅🏻 I ❤️Baseball ⚾️ Country Music🪕& Cowboys🤠💖,27
39826,"Day &amp; Night EERIE TOUR of Vegas Strip SHUT DOWN | COVID-19 Pandemic

#photography #nature #travelphotography #love… https://t.co/ZGtqp1EziS",Tryst/XS las vegas Facebook:sid.howard@trystlasvegas.com                          txt: 702-787-5566,32
39869,"RT @JioCinema: What's your 'Wake Up Mood' during this #quarantine?
 Watch #BiggBoss13 AGAIN on JioCinema!

#BB13 #BiggBoss #SalmanKhan @Bei…",,39
39880,RT @nickcarter: Awesome job girls! #StayHome and #staysafe so we can all be together soon ❤️ https://t.co/wTTkgDtq0m,,38
39961,"RT @_Tbaby_18: Feelin myself💙
#Quarantine https://t.co/If0MDbAQfL",I play WO and SLOT And my secondary positions are DB And Special Teams!!! I’m an entrepreneur and social activist!!! #LouStallionzVsKCChiefzInStateRivalry!!!,15
40002,"RT @alyankovic: See?  Not so easy, is it?",Crushing Dreams Since 1984,36
40093,"If you are managing a team that is currently working from home, then you know how difficult it gets to keep the tea… https://t.co/9qMmnAKbgL","Software / Web  / Mobile Development company from Kolkata, India, serving customers since 1993.",27
40162,"RT @thesupermomlife: Looking for ways to keep the kids entertained while under #Quarantine? I'm sharing some fun ideas, plus a free downloa…",#GodFirst | Wife of @fanceydesigns | Rabbit Mom | R.I.P. Valentino 🐾 | Tech Blogger | Top 2000 Amz Reviewer | #PCOS | #GERD | #TeaLover,20
40219,"RT @spectrumpharma: Good Marketing makes the Company look Smart, Great Marketing makes the Customer feel Smart. Here is our Mr. Amit Gawali…","Follows Cricket, Sports, Current Affairs",30
40255,"Home training in our classic summer kit M7C02107, cozy and comfortable😉😉😉 #santic 
#cycling 
#riding 
#quarantine https://t.co/62XvtiAXZ8","Cycling for freedom. Santic cycling equipment since 2005. For sales demand, please contact: sales8@santic.cn",15
40472,Love this guy and his parody song,"Co-founder & Original member of Village People 1977-2017. Singer-Actor-Producer 
Producer Activist & Event Host *Never look in the rear view mirror👀",43
40563,"It's not true, it's not damn true. #switchit #Quarantine",Co-Host on @KedaNJayShow @WTNPodcast #Aquarius #Sarcastic #Capitals #Mystics #Wizards #Nationals #Cowboys #NXT #Undertaker #HBK #Wrestling Fan 4 life!,29
40617,"#CaughtOnCam: Well-wishers are helping the strays with food, amidst lockdown.
#DLink #DLinkIndia #CCTV… https://t.co/nefyyS8mDX","Welcome to D-Link. We have been designing and developing networking and connectivity products since 1986. For great customer support, tweet to @DLink_India.",34
40626,"#CaughtOnCam: Well-wishers are helping the strays with food, amidst lockdown.
#DLink #DLinkIndia #CCTV… https://t.co/V8B7SAb1yw","Welcome to D-Link. We have been designing and developing networking and connectivity products since 1986. For great customer support, tweet to @DLink_India.",34
40713,"Hydroxychloquine for USA
Shortage of dettol shop ,buckets for the ppl in #Quarantine for UP  migrant labourers",socio political activist,15
40731,RT @shefali_bagga: Agar lockdown extend nahi hua toh 3rd stage ka darr hai 🙈 #lockdown #lockdowneffect #corona #quarantine what do u think ?,positive,60
40770,"The total number of coronavirus cases in the Czech Republic has crossed 5,000, but the rate of new daily cases cont… https://t.co/FHX8CZlGZh","Discover a new Prague with http://Expats.cz! Since 2001, we are the Czech Republic's most-read English-language resource",19
40786,Quarantine days..lockdown 🙂🙂😎 #coronaholidays #quarantine #lockdown #malayalam #instadailly #instagoodmyphoto… https://t.co/xK0MYLHPAV,"Student➕Teacher ➕Entrepreneur➕Actor
✈️Traveller ✈️
🌴Trivian🌴
🔥Since_1995🔥
🎬Filimy_lover🎬
🎂Sep 1
Welcome to my 👑dom",25
40997,RT @JoshSabarra: When people tell me how to be productive during this quarantine... #JoshSabarra #QuarantineSentiments #quarantine #SaferAt…,,55
41055,"I got some great news to share!!!🙏🤗😄

#skit
#humour
#andrex
#looroll
#lockdown
#quarantine
#lol
#fun
#skitbloggers… https://t.co/SCl5wuYP7r","Goofy skit vids for you to watch, like and share. (But doesn't necessarily have to be in that order)",41
41079,"Quarantined at home? It's time to work on your fitness and become healthier. 

#Twills #Quarantine #StaySafe… https://t.co/j50UgQAcRY","Twills is a lifestyle brand that has been redefining style for men since 1999.

𝗪𝗲𝗮𝗿 𝗜𝘁 𝗬𝗼𝘂𝗿 𝗪𝗮𝘆.",21
41120,Read anonymous #tales during #quarantine due #covid19virus @ https://t.co/BxhuzjSgJl☣️ #covid19italia #covid19us https://t.co/2YBFWfvebs,I am blogger,74
41168,RT @ReversedRam: Delhi- Muslims in #Quarantine are filling bottles with piss and throwing it on public. Delhi Police registered FIR. https:…,for an eye I will take ur lineage,18
41178,RT @romi_rezz: The level of content @republic has. Did you care to show how many people died their way back home when the lock down was ann…,,15
41236,RT @BeautifulBzarre: Stay home and take care of your pets 💖 Adorable painting by our friend @ViverosBrand - ‘Stay Inside Your Box’ for @Thi…,"Established in 2005, Thinkspace exists as a catalyst for the ever expanding New Contemporary Art Movement.",15
41239,RT @ReviewResortsCO: RT @WestAANR: #Quarantine Edition II of #SunClubSaturday Our at-home resorts:  https://t.co/TxtwZHRwU1 - #Nudists #Nat…,,33
41262,"About last night. Full moon.
.
.
.
.
.
#quarantine #stayhome #stayhomestaysafe #lookup #fullmoon #superfullmoon… https://t.co/NKrvjlKRax","Drummer since 2006.
Event Manager in process.
Stop being foolish, punk attitude.",14
41293,RT @Madonna: Living in Special Times............thank GOD for imagination and fried fish! 🐠🐠🐠 #quarantine #covid_19 #staysafe #becreative h…,A minha vida tá na mão de Deus + a morte tá na caçamba do motorzinho,60
41331,RT @dj_soda_: My quarentine birthday party 😂💕 #quarantine #quarantinelife #quarantinebirthday https://t.co/YWsdndYGDs,ランク730↑ 運極728 超絶54 爆絶33 轟絶19… のまったり勢(σ･∀･)σｱﾙｱﾙﾖのPS無いですが…＼_(･ω･`)ｺｺ重要！…。3垢持ち ショクイン1面完成 次はひっそりイデア1面目指す…。玉楼の相方さん→ @tsuyo19831128 画像→ゆたさま @remon17717 twice ナヨン推し,37
41362,"Sultan bin Ali Al Owais Real Estate announces rent waiver for tenants amid Covid19

Visit:
https://t.co/vsKEae421A… https://t.co/5lOwOQx9Fn","Established in 1972, we are a home grown business that successfully grew on its family values and its transparency.",48
41382,"Drawing makes me happy 🙂 Did it after so many years....

#Quarantine #lockdown #drawing #sketching #potrait… https://t.co/nwQzrTm4r2","Journalist @abpnews
Ex @AmarUjalaNews
 https://www.yourquote.in/priyankabhalla1995",25
41446,"#Quarantine getting your carving on?
Here's how you can trick your brain and get rid of those cravings!
#WeCare… https://t.co/0xt8dNkSIW","Welcome to The Shop for Good Things. Explore non factory products from 2000 sellers across Food | Personal, Baby & Pet Care | Household Essentials |Gifts & more",20
41459,"We at pramod urge you in these hard time to stay at home and do your bit to protect and help the community. 
.
.
.… https://t.co/Oa1RrbwTt4","Established in 1984, Pramod Associates is a Delhi based ISO certified Builder Group and Designer Home Developers.",36
41759,RT @ManuIntiraymi: Isn’t that what PEOPLE ON THIS SHIP do?! They HELP EACH OTHER? @ManuIntiraymi @JeriLRyan @TheKateMulgrew @RobertPicardo…,"Prank phone caller & OG wack packer on The Howard Stern Show since 1989.
 Book me on Cameo: https://www.cameo.com/captainjanks",31
41875,"RT @kesar_akankasha: 140 #Tableegis who ran away from #quarantine in #Maharashtra are intraceable.

@OfficeofUT : Arrest opposition leaders…","अख बाज़ वर्गी , ते नियत साध वर्गी।",44
41877,RT @BrandonStraka: “Most of the important things in the world have been accomplished by people who have kept on trying when there seemed to…,"Native American. Proud veteran USCG, Vietnam Era. Retired LEO. NRA,MAGA, Follower of Christ and Supporter of The Army of Northern Virginia.  Married since 1974.",46
42011,&lt;from UofToledo&gt; #ShelterInPlace #quarantine We are going to beat this. #StrongerTogether,ETA GAMMA FELLOWSHIP is a collection of Elite Gentlemen. CELEBRATING 20 YEARS OF SERVICE.,20
42058,"RT @poppyscupcakes: Good Morning everyone, 
There is light at the end of the tunnel, some tunnels just happen to be longer than others. 
Ha…","curator/creative for #area51gallery 
classic pop culture lab 1950-1999
#retweetothers

#LGBTQ #smallbusiness
#IBlOCKALLPORN #IBlOCKALLPOLITICS",70
42083,"RT @listenaaural: Episode 24 Steamy Quarantine is now LIVE!
Listen to the Full Podcast for free here: https://t.co/3oqd79IJkZ
""Real life se…","curator/creative for #area51gallery 
classic pop culture lab 1950-1999
#retweetothers

#LGBTQ #smallbusiness
#IBlOCKALLPORN #IBlOCKALLPOLITICS",70
42105,Buy now. Decree and declare who is with you! Order yours today Check out 911 God is Here Collection 2020! Available… https://t.co/fQwYl5Zrvw,"Roshanda D. Prior, (1967-present) American artist. She has a  BFA and a MA in Art. Mrs. Prior's life goal is to inspire and encourage humanity via her art.",53
42262,This really is IT in a nutshell. Thank you colleagues! #r1nt #1nt #RSI,"Conference Interpreter, Consultant Interpreter, CI trainer (ZHAW CH), ACI, proud member of AIIC (2007) and VKD (2011), even prouder European",13
42276,RT @BrandonStraka: “Most of the important things in the world have been accomplished by people who have kept on trying when there seemed to…,"Wife, Mom, kid nurse, dog lover",70
42371,"Once a jihadist
Always a jihadist.","2024 नरेन्द्र मोदी 400 पार
Support CAA&NRC
Rts not endorsement.",49
42373,"RT @TeamRusticGG: It's Time For Another Giveaway!

This Time We Have 9 Games + A $25 Steam Gift Card!

Some of the games are:
🍌My Friend Pe…",,15
42404,RT @BigBitsIO: I've started another $25 #Bitcoin giveaway for April 2020!  Your best chance to win is to subscribe and keep up to date with…,,15
42492,"Stay Safe, Stay Home... Practice proper hygiene to avoid getting Covid19. 

Together We can END #Covid19
Together W… https://t.co/u3r00k1mB3",Anti Human Trafficking Agency set up by government of Nigeria to combat the scourge since August 2003. It is a Law Enforcement Agency.,17
42494,"This evening, after his first success past week, you've a meeting with @dj_eicko for a 90min #live #djset of pure… https://t.co/MWjPRwCboe","Non-profit organization, electronic events promoter since 2002, focus on #psytrance #techno #hardcore. Home of #DigitalTrance & #DigitalCore.",18
42511,Buy now.  Decree and declare who is with you! Order yours today.   911 God is Here Collection 2020! Available for t… https://t.co/2q0RYimqOj,"Roshanda D. Prior, (1967-present) American artist. She has a  BFA and a MA in Art. Mrs. Prior's life goal is to inspire and encourage humanity via her art.",53
42541,📅 Today ⏰ 06:30PM CEST 🎥 #live #djset #video #stream 🔊 #uplifting #trance ➡️ https://t.co/Wfe5M7hnud 💃🕺🚀… https://t.co/SVxy8WOfOa,"Eicko is a french trance DJ who started to mixing and producing in 1996. He has mixed for club (Queen, Metropolis) and big events (KaZantip, Techno Parade).",24
